Date,Close
12/5/2019 16:00:00,302.86
12/6/2019 16:00:00,307.35
12/9/2019 16:00:00,302.5
12/10/2019 16:00:00,293.12
12/11/2019 16:00:00,298.93
12/12/2019 16:00:00,298.44
12/13/2019 16:00:00,298.5
12/16/2019 16:00:00,304.21
12/17/2019 16:00:00,315.48
12/18/2019 16:00:00,320.8
12/19/2019 16:00:00,332.22
12/20/2019 16:00:00,336.9
12/23/2019 16:00:00,333.1
12/24/2019 13:00:00,333.2
12/26/2019 16:00:00,332.63
12/27/2019 16:00:00,329.09
12/30/2019 16:00:00,323.31
12/31/2019 16:00:00,323.57
1/2/2020 16:00:00,329.81
1/3/2020 16:00:00,325.9
1/6/2020 16:00:00,335.83
1/7/2020 16:00:00,330.75
1/8/2020 16:00:00,339.26
1/9/2020 16:00:00,335.66
1/10/2020 16:00:00,329.05
1/13/2020 16:00:00,338.92
1/14/2020 16:00:00,338.69
1/15/2020 16:00:00,339.07
1/16/2020 16:00:00,338.62
1/17/2020 16:00:00,339.67
1/21/2020 16:00:00,338.11
1/22/2020 16:00:00,326
1/23/2020 16:00:00,349.6
1/24/2020 16:00:00,353.16
1/27/2020 16:00:00,342.88
1/28/2020 16:00:00,348.52
1/29/2020 16:00:00,343.16
1/30/2020 16:00:00,347.74
1/31/2020 16:00:00,345.09
2/3/2020 16:00:00,358
2/4/2020 16:00:00,369.01
2/5/2020 16:00:00,369.67
2/6/2020 16:00:00,366.95
2/7/2020 16:00:00,366.77
2/10/2020 16:00:00,371.07
2/11/2020 16:00:00,373.69
2/12/2020 16:00:00,380.01
2/13/2020 16:00:00,381.4
2/14/2020 16:00:00,380.4
2/18/2020 16:00:00,387.78
2/19/2020 16:00:00,386.19
2/20/2020 16:00:00,386
2/21/2020 16:00:00,380.07
2/24/2020 16:00:00,368.7
2/25/2020 16:00:00,360.09
2/26/2020 16:00:00,379.24
2/27/2020 16:00:00,371.71
2/28/2020 16:00:00,369.03
3/2/2020 16:00:00,381.05
3/3/2020 16:00:00,368.77
3/4/2020 16:00:00,383.79
3/5/2020 16:00:00,372.78
3/6/2020 16:00:00,368.97
3/9/2020 16:00:00,346.49
3/10/2020 16:00:00,364.13
3/11/2020 16:00:00,349.92
3/12/2020 16:00:00,315.25
3/13/2020 16:00:00,336.3
3/16/2020 16:00:00,298.84
3/17/2020 16:00:00,319.75
3/18/2020 16:00:00,315.47
3/19/2020 16:00:00,332.03
3/20/2020 16:00:00,332.83
3/23/2020 16:00:00,360.27
3/24/2020 16:00:00,357.32
3/25/2020 16:00:00,342.39
3/26/2020 16:00:00,362.99
3/27/2020 16:00:00,357.12
3/30/2020 16:00:00,370.96
3/31/2020 16:00:00,375.5
4/1/2020 16:00:00,364.08
4/2/2020 16:00:00,370.08
4/3/2020 16:00:00,361.76
4/6/2020 16:00:00,379.96
4/7/2020 16:00:00,372.28
4/8/2020 16:00:00,371.12
4/9/2020 16:00:00,370.72
4/13/2020 16:00:00,396.72
4/14/2020 16:00:00,413.55
4/15/2020 16:00:00,426.75
4/16/2020 16:00:00,439.17
4/17/2020 16:00:00,422.96
4/20/2020 16:00:00,437.49
4/21/2020 16:00:00,433.83
4/22/2020 16:00:00,421.42
4/23/2020 16:00:00,426.7
4/24/2020 16:00:00,424.99
4/27/2020 16:00:00,421.38
4/28/2020 16:00:00,403.83
4/29/2020 16:00:00,411.89
4/30/2020 16:00:00,419.85
5/1/2020 16:00:00,415.27
5/4/2020 16:00:00,428.15
5/5/2020 16:00:00,424.68
5/6/2020 16:00:00,434.26
5/7/2020 16:00:00,436.53
5/8/2020 16:00:00,435.55
5/11/2020 16:00:00,440.52
5/12/2020 16:00:00,431.82
5/13/2020 16:00:00,438.27
5/14/2020 16:00:00,441.95
5/15/2020 16:00:00,454.19
5/18/2020 16:00:00,452.58
5/19/2020 16:00:00,451.04
5/20/2020 16:00:00,447.67
5/21/2020 16:00:00,436.25
5/22/2020 16:00:00,429.32
5/26/2020 16:00:00,414.77
5/27/2020 16:00:00,419.89
5/28/2020 16:00:00,413.44
5/29/2020 16:00:00,419.73
6/1/2020 16:00:00,425.92
6/2/2020 16:00:00,427.31
6/3/2020 16:00:00,421.97
6/4/2020 16:00:00,414.33
6/5/2020 16:00:00,419.6
6/8/2020 16:00:00,419.49
6/9/2020 16:00:00,434.05
6/10/2020 16:00:00,434.48
6/11/2020 16:00:00,425.56
6/12/2020 16:00:00,418.07
6/15/2020 16:00:00,425.5
6/16/2020 16:00:00,436.13
6/17/2020 16:00:00,447.77
6/18/2020 16:00:00,449.87
6/19/2020 16:00:00,453.72
6/22/2020 16:00:00,468.04
6/23/2020 16:00:00,466.26
6/24/2020 16:00:00,457.85
6/25/2020 16:00:00,465.91
6/26/2020 16:00:00,443.4
6/29/2020 16:00:00,447.24
6/30/2020 16:00:00,455.04
7/1/2020 16:00:00,485.64
7/2/2020 16:00:00,476.89
7/6/2020 16:00:00,493.81
7/7/2020 16:00:00,493.16
7/8/2020 16:00:00,502.78
7/9/2020 16:00:00,507.76
7/10/2020 16:00:00,548.73
7/13/2020 16:00:00,525.5
7/14/2020 16:00:00,524.88
7/15/2020 16:00:00,523.26
7/16/2020 16:00:00,527.39
7/17/2020 16:00:00,492.99
7/20/2020 16:00:00,502.41
7/21/2020 16:00:00,490.1
7/22/2020 16:00:00,489.82
7/23/2020 16:00:00,477.58
7/24/2020 16:00:00,480.45
7/27/2020 16:00:00,495.65
7/28/2020 16:00:00,488.51
7/29/2020 16:00:00,484.48
7/30/2020 16:00:00,485.8
7/31/2020 16:00:00,488.88
8/3/2020 16:00:00,498.62
8/4/2020 16:00:00,509.64
8/5/2020 16:00:00,502.11
8/6/2020 16:00:00,509.08
8/7/2020 16:00:00,494.73
8/10/2020 16:00:00,483.38
8/11/2020 16:00:00,466.93
8/12/2020 16:00:00,475.47
8/13/2020 16:00:00,481.33
8/14/2020 16:00:00,482.68
8/17/2020 16:00:00,482.35
8/18/2020 16:00:00,491.87
8/19/2020 16:00:00,484.53
8/20/2020 16:00:00,497.9
8/21/2020 16:00:00,492.31
8/24/2020 16:00:00,488.81
8/25/2020 16:00:00,490.58
8/26/2020 16:00:00,547.53
8/27/2020 16:00:00,526.27
8/28/2020 16:00:00,523.89
8/31/2020 16:00:00,529.56
9/1/2020 16:00:00,556.55
9/2/2020 16:00:00,552.84
9/3/2020 16:00:00,525.75
9/4/2020 16:00:00,516.05
9/8/2020 16:00:00,507.02
9/9/2020 16:00:00,500.19
9/10/2020 16:00:00,480.67
